CollegeID,College Name,University,City,State
1057,Padmabhooshan Vasantraodada Patil Institute of Technology,"Dr Babasaheb Ambedkar Technological University, Lonere",Sangli,Maharashtra
1058,Dr CV Raman University,,Bilaspur,Chhattisgarh
1059,Vikas College of Engineering and Technology,"Jawaharlal Nehru Technological University, Kakinada",Nunna,Andhra Pradesh
1060,Samskruti College of Engineering and Technology,"Jawaharlal Nehru Technological University, Hyderabad",Hyderabad,Telangana
1061,Park College of Engineering and Technology,"Anna University, Chennai",Coimbatore,Tamil Nadu
1062,Padmabhooshan Vasantdada Patil Institute of Technology,"Savitribai Phule Pune University, Pune",Pune,Maharashtra
1063,Techno Engineering College,"Maulana Abul Kalam Azad University of Technology, Kolkata",North 24 Parganas,West Bengal
1064,Government Engineering College,"Visvesvaraya Technological University, Belagavi",Karwar,Karnataka
1065,College of Engineering,"APJ Abdul Kalam Technological University, Thiruvananthapuram",Thalassery,Kerala
1066,Tolani Maritime Institute,"Indian Maritime University, Mumbai Port Campus",Induri,Maharashtra
1067,Telangana State Aviation Academy,,Hyderabad,Telangana
1068,Assam Science and Technology University,,Guwahati,Assam
1069,Toc H Institute of Science and Technology,"APJ Abdul Kalam Technological University, Thiruvananthapuram",Ernakulam,Kerala
1070,Gargi Memorial Institute of Technology,"Maulana Abul Kalam Azad University of Technology, Kolkata",Baruipur,West Bengal
1071,Amrita Institute of Computer Technology,"Anna University, Chennai",Chennai,Tamil Nadu
1072,Aarupadai Veedu Institute of Technology,"Vinayaka Mission's Research Foundation, Salem",Karunguzhipallam,Tamil Nadu
1073,Seth Jai Parkash Mukand Lal Institute of Engineering and Technology,"Kurukshetra University, Kurukshetra",Yamuna Nagar,Haryana
1074,Jain Institute of Technology,"Visvesvaraya Technological University, Belagavi",Davanagere,Karnataka
1075,Camellia School of Engineering and Technology,"Maulana Abul Kalam Azad University of Technology, Kolkata",Kolkata,West Bengal
1076,Birbhum Institute of Engineering and Technology,"Maulana Abul Kalam Azad University of Technology, Kolkata",Suri,West Bengal
1077,Anjuman-I-Islam's Kalsekar Technical Campus,"University of Mumbai, Mumbai",Navi Mumbai,Maharashtra
1078,Shree Devi Institute of Technology,"Visvesvaraya Technological University, Belagavi",Mangaluru,Karnataka
1079,Ganpat University,,Mulsan,Gujarat
1080,Gulzar Group of Institutes,"IK Gujral Punjab Technical University, Jalandhar",Ludhiana,Punjab
1081,Indian Institute of Petroleum and Energy Visakhapatnam ,,Visakhapatnam,Andhra Pradesh
1082,Punjab College of Engineering and Technology,"IK Gujral Punjab Technical University, Jalandhar",Malakpur,Punjab
1083,Potti Sriramulu Chalavadi Mallikharjuna Rao College of Engineering and Technology,"Jawaharlal Nehru Technological University, Kakinada",Vijayawada,Andhra Pradesh
1084,Padre Conceicao College of Engineering,"Goa University,Taleigao Plateau, Goa",Majorda,Goa
1085,Aarushi Group of Institutions,"Jawaharlal Nehru Technological University, Hyderabad",Warangal,Telangana
1086,Annamacharya Institute of Technology and Sciences,"Jawaharlal Nehru Technological University, Anantapur",Kadapa,Andhra Pradesh
1087,Amity University,,Kadampukur,West Bengal
1088,Tatyasaheb Kore Institute of Engineering and Technology,"Shivaji University, Kolhapur",Kolhapur,Maharashtra
1089,Warangal Institute of Technology and Science,"Kakatiya University, Warangal",Guduppad,Telangana
1090,Thangavelu Engineering College,"Anna University, Chennai",Chennai,Tamil Nadu
1091,Surendra Institute of Engineering and Management,"Maulana Abul Kalam Azad University of Technology, Kolkata",Patharghata,West Bengal
1092,KDK College of Engineering,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",Nagpur,Maharashtra
1093,Dhanekula Institute of Engineering and Technology,"Jawaharlal Nehru Technological University, Kakinada",Gangur,Andhra Pradesh
1094,Sher-e-Kashmir University of Agricultural Sciences and Technology of Kashmir,,Jammu,Jammu and Kashmir
1095,All India Shri Shivaji Memorial Society's Institute of Information Technology,"Savitribai Phule Pune University, Pune",Pune,Maharashtra
1096,Premlila Vithaldas Polytechnic,"SNDT Womens University, Mumbai",Mumbai,Maharashtra
1097,ITS Engineering College,"Dr APJ Abdul Kalam Technical University, Lucknow",Greater Noida,Uttar Pradesh
1098,Srinivasa Ramanujan Institute of Technology,"Jawaharlal Nehru Technological University, Anantapur",Chedulla,Andhra Pradesh
1099,Neotia Institute of Technology Management and Science,"Maulana Abul Kalam Azad University of Technology, Kolkata",Jhinga,West Bengal
1100,Lendi Institute of Engineering and Technology,"Jawaharlal Nehru Technological University, Kakinada",Jonnada,Andhra Pradesh
1101,Central Institute of Plastics Engineering and Technology,"Gujarat Technological University, Ahmedabad",Ahmedabad,Gujarat
1102,BTL Institute of Technology and Management,"Visvesvaraya Technological University, Belagavi",Bengaluru,Karnataka
1103,Arya College of Engineering and Research Centre,"Rajasthan Technical University, Kota",Jaipur,Rajasthan
1104,Manipur University,,Imphal,Manipur
1105,Chhatrapati Shivaji Maharaj Institute of Technology,"University of Mumbai, Mumbai",Panvel,Maharashtra
1106,Sree Ramkrishna Silpa Vidyapith,,Suri,West Bengal
1107,SR Engineering College,"Jawaharlal Nehru Technological University, Hyderabad",Anantasagar Colony,Telangana
1108,Trinity College of Engineering and Research,"Savitribai Phule Pune University, Pune",Yewalewadi,Maharashtra
1109,Sri Shakthi Institute of Engineering and Technology,"Anna University, Chennai",Coimbatore,Tamil Nadu
1110,Parul Institute of Technology,"Parul University, Vadodara",Limda,Gujarat
1111,Narsimha Reddy Engineering College,"Jawaharlal Nehru Technological University, Hyderabad",Hyderabad,Telangana
1112,Guru Premsukh Memorial College of Engineering,"Guru Gobind Singh Indraprastha University, Delhi",New Delhi,Delhi
1113,Bharat Institute of Engineering and Technology,"Jawaharlal Nehru Technological University, Hyderabad",Hyderabad,Telangana
1114,Shree Guru Gobind Singh Tricentenary University,,Gurgaon,Haryana
1115,Siliguri Government Polytechnic,,Siliguri,West Bengal
1116,Sinhgad College of Architecture,"Savitribai Phule Pune University, Pune",Pune,Maharashtra
1117,Sandip Institute of Technology and Research Center,"Savitribai Phule Pune University, Pune",Mahiravni,Maharashtra
1118,Regent Education and Research Foundation Group of Institutions,"Maulana Abul Kalam Azad University of Technology, Kolkata",Bara Kanthalia,West Bengal
1119,Jayawantrao Sawant College of Engineering,"Savitribai Phule Pune University, Pune",Pune,Maharashtra
1120,Jawaharlal College of Engineering and Technology,"APJ Abdul Kalam Technological University, Thiruvananthapuram",Lakkidi,Kerala
1121,Amrutvahini College of Engineering,"Savitribai Phule Pune University, Pune",Sangamner,Maharashtra
1122,Indus Institute of Technology and Engineering,"Indus University, Ahmedabad",Ahmedabad,Gujarat
1123,Ponnaiyah Ramajayam Institute of Science and Technology,,Thanjavur,Tamil Nadu
1124,Periyar Maniammai Institute of Science and Technology,,Thanjavur,Tamil Nadu
1125,Goa College of Architecture,"Goa University,Taleigao Plateau, Goa",Panaji,Goa
1126,Hitkarini College of Engineering and Technology,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Chakdehi,Madhya Pradesh
1127,Vidyavardhini's College of Engineering and Technology,"University of Mumbai, Mumbai",Vasai,Maharashtra
1128,SRM Valliammai Engineering College,"Anna University, Chennai",Kancheepuram,Tamil Nadu
1129,SVS College of Engineering,"Anna University, Chennai",Coimbatore,Tamil Nadu
1130,Panimalar Institute of Technology,"Anna University, Chennai",Pidarithangal,Tamil Nadu
1131,Karavali Institute of Technology,"Visvesvaraya Technological University, Belagavi",Mangaluru,Karnataka
1132,GH Raisoni Institute of Engineering and Technology,"Savitribai Phule Pune University, Pune",Pune,Maharashtra
1133,ABR College of Engineering and Technology,"Jawaharlal Nehru Technological University, Kakinada",Somanapalle,Andhra Pradesh
1134,NGF College of Engineering and Technology,"Maharshi Dayanand University, Rohtak",Palwal,Haryana
1135,Sree Chaitanya College of Engineering,"Jawaharlal Nehru Technological University, Hyderabad",Karimnagar,Telangana
1136,M Kumarasamy College of Engineering,"Anna University, Chennai",Malayampalayam,Tamil Nadu
1137,Vignan's Nirula Institute of Technology and Science for Women,"Jawaharlal Nehru Technological University, Kakinada",Peda Palakaluru,Andhra Pradesh
1138,United College of Engineering and Management,"Dr APJ Abdul Kalam Technical University, Lucknow",Allahabad,Uttar Pradesh
1139,Narayana Engineering College,"Jawaharlal Nehru Technological University, Anantapur",Nellore,Andhra Pradesh
1140,AVN Institute of Engineering and Technology,"Jawaharlal Nehru Technological University, Hyderabad",Ibrahimpatnam,Telangana
1141,AM Reddy Memorial College of Engineering and Technology,"Jawaharlal Nehru Technological University, Kakinada",Petlurivaripalem,Andhra Pradesh
1142,Alakh Prakash Goyal Shimla University,,Taradevi,Himachal Pradesh
1143,Sri Venkateswara College of Engineering and Technology,"Jawaharlal Nehru Technological University, Kakinada",Etcherla,Andhra Pradesh
1144,DY Patil College of Engineering and Technology,"Shivaji University, Kolhapur",Kolhapur,Maharashtra
1145,Dr DY Patil School of Architecture,"Savitribai Phule Pune University, Pune",Pune,Maharashtra
1146,Vignan's Institute of Management and Technology for Women,"Jawaharlal Nehru Technological University, Hyderabad",Padamatisaiguda,Telangana
1147,Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering and Technology,"Savitribai Phule Pune University, Pune",Baramati,Maharashtra
1148,Sree Narayana Gurukulam College of Engineering,"APJ Abdul Kalam Technological University, Thiruvananthapuram",Kadayirippu,Kerala
1149,Sidhartha Institute of Engineering and Technology,"Jawaharlal Nehru Technological University, Hyderabad",Hyderabad,Telangana
1150,Saroj Mohan Institute of Technology,"Maulana Abul Kalam Azad University of Technology, Kolkata",Guptipara,West Bengal
1151,Saranathan College of Engineering,"Anna University, Chennai",Panjappur,Tamil Nadu
1152,Meenakshi College of Engineering,"Anna University, Chennai",Chennai,Tamil Nadu
1153,Kanpur Institute of Technology,"Dr APJ Abdul Kalam Technical University, Lucknow",Tikariya,Uttar Pradesh
1154,GH Raisoni College of Engineering and Management,"Savitribai Phule Pune University, Pune",Pune,Maharashtra
1155,College of Engineering,"APJ Abdul Kalam Technological University, Thiruvananthapuram",Manakala,Kerala
1156,GITAM School of Technology,"GITAM University, Visakhapatnam",Rudraram,Telangana
1157,Gujarat Forensic Sciences University,,Gandhinagar,Gujarat
1158,Sai Nath University,,Ranchi,Jharkhand
1159,Sipna College of Engineering and Technology,"Sant Gadge Baba Amravati University, Amravati",Amravati,Maharashtra
1160,Mahatma Gandhi Mission's College of Engineering and Technology,"University of Mumbai, Mumbai",Navi Mumbai,Maharashtra
1161,Motihari College of Engineering,"Aryabhatta Knowledge University, Patna",Fursatpur,Bihar
1162,Ashoka Institute of Technology and Management,"Dr APJ Abdul Kalam Technical University, Lucknow",Varanasi,Uttar Pradesh
1163,Vizag Institute of Technology,"Jawaharlal Nehru Technological University, Kakinada",Bangarrajupeta,Andhra Pradesh
1164,Saroj Institute of Technology and Management,"Dr APJ Abdul Kalam Technical University, Lucknow",Lucknow,Uttar Pradesh
1165,Maulana Azad College of Engineering and Technology,"Magadh University, Bodhgaya",Patna,Bihar
1166,Chadalawada Ramanamma Engineering College,"Jawaharlal Nehru Technological University, Anantapur",Tirupati,Andhra Pradesh
1167,Atmiya Institute of Technology and Science,"Atmiya University, Rajkot",Rajkot,Gujarat
1168,Adamas Institute of Technology,"Maulana Abul Kalam Azad University of Technology, Kolkata",Kolkata,West Bengal
1169,All India Institute of Hygiene and Public Health,"West Bengal University of Health Sciences, Kolkata",Kolkata,West Bengal
1170,Government Engineering College,"Visvesvaraya Technological University, Belagavi",Ramanagara,Karnataka
1171,Government Engineering College,"Visvesvaraya Technological University, Belagavi",Chamarajanagar,Karnataka
1172,Government Engineering College,"Visvesvaraya Technological University, Belagavi",Bellary,Karnataka
1173,Dr KN Modi Institute of Engineering and Technology,"Dr APJ Abdul Kalam Technical University, Lucknow",Modinagar,Uttar Pradesh
1174,Sridevi Women's Engineering College,"Jawaharlal Nehru Technological University, Hyderabad",Hyderabad,Telangana
1175,Rustamji Institute of Technology,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Gwalior,Madhya Pradesh
1176,Rao Bahadur Y Mahabaleshwarappa Engineering College,"Visvesvaraya Technological University, Belagavi",Ballari,Karnataka
1177,RC Patel Institute of Technology,"Dr Babasaheb Ambedkar Technological University, Lonere",Shirpur,Maharashtra
1178,IFET College of Engineering,"Anna University, Chennai",Kengarampalayam,Tamil Nadu
1179,Government Engineering College,"Visvesvaraya Technological University, Belagavi",Devagiri,Karnataka
1180,Azad Institute of Engineering and Technology,"Dr APJ Abdul Kalam Technical University, Lucknow",Lucknow,Uttar Pradesh
1181,Rai University,,Saroda,Gujarat
1182,Baba Ghulam Shah Badshah University,,Jammu,Jammu and Kashmir
1183,Sikkim Manipal University,,Gangtok,Sikkim
1184,JSPMs Bhivarabai Sawant Institute of Technology and Research,"Savitribai Phule Pune University, Pune",Pune,Maharashtra
1185,Mangalayatan University,,Beswan,Uttar Pradesh
1186,Quantum University,,Roorkee,Uttarakhand
1187,DRK College of Engineering and Technology,"Jawaharlal Nehru Technological University, Hyderabad",Hyderabad,Telangana
1188,Shram Sadhana Bombay Trust's College of Engineering and Technology,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",Jalgaon,Maharashtra
1189,Watumull Institute of Electronics Engineering and Computer Technology,"University of Mumbai, Mumbai",Mumbai,Maharashtra
1190,Patel Institute of Technology,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Bhopal,Madhya Pradesh
1191,Government Engineering College,"Gujarat Technological University, Ahmedabad",Dahod,Gujarat
1192,Doon Valley Institute of Engineering and Technology,"Kurukshetra University, Kurukshetra",Karnal,Haryana
1193,Datta Meghe Institute of Engineering Technology and Research,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",Wardha,Maharashtra
1194,Ambalika Institute of Management and Technology,"Dr APJ Abdul Kalam Technical University, Lucknow",Lucknow,Uttar Pradesh
1195,Acropolis Technical Campus,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Indore,Madhya Pradesh
1196,Dr DY Patil Biotechnology and Bioinformatics Institute,"Dr DY Patil University, Navi Mumbai",Navi Mumbai,Maharashtra
1197,ICFAI University,,Ranchi,Jharkhand
1198,Tantia University,,Sri Ganganagar,Rajasthan
1199,SKN Sinhgad Institute of Technology and Science,"Savitribai Phule Pune University, Pune",Pune,Maharashtra
1200,ISL Engineering College,"Osmania University, Hyderabad",Hyderabad,Telangana
1201,University College of Engineering,"Anna University, Chennai",Tindivanam,Tamil Nadu
1202,Shadan College of Engineering and Technology,"Jawaharlal Nehru Technological University, Hyderabad",Hyderabad,Telangana
1203,Rajadhani Institute of Engineering and Technology,"APJ Abdul Kalam Technological University, Thiruvananthapuram",Thiruvananthapuram,Kerala
1204,Prof Ram Meghe Institute of Technology and Research,"Sant Gadge Baba Amravati University, Amravati",Mhasala,Maharashtra
1205,GIET Engineering College,"Jawaharlal Nehru Technological University, Kakinada",Chakradwarabandham,Andhra Pradesh
1206,Babu Banarsi Das Institute of Technology,"Dr APJ Abdul Kalam Technical University, Lucknow",Ghaziabad,Uttar Pradesh
1207,B K Birla Institute of Engineering and Technology,"Bikaner Technical University, Bikaner",Pilani,Rajasthan
1208,Sir Padampat Singhania University,,Udaipur,Rajasthan
1209,GIET College of Engineering,"Jawaharlal Nehru Technological University, Kakinada",Diwancheruvu,Andhra Pradesh
1210,Jnan Chandra Ghosh Polytechnic,,Kolkata,West Bengal
1211,KPR Institute of Engineering and Technology,"Anna University, Chennai",Coimbatore,Tamil Nadu
1212,KG Reddy College of Engineering and Technology,"Jawaharlal Nehru Technological University, Hyderabad",Chilkur,Telangana
1213,Birla Institute of Applied Sciences,"Uttarakhand Technical University, Dehradun",Bhimtal,Uttarakhand
1214,PNS Institute of Technology,"Visvesvaraya Technological University, Belagavi",Bengaluru,Karnataka
1215,Peoples University,,Bhopal,Madhya Pradesh
1216,Bhupendra Narayan Mandal University,,Madhepura,Bihar
1217,Baddi University of Emerging Sciences and Technology,,Baddi,Himachal Pradesh
1218,Paladugu Nagaiah Chowdary and Vijai Institute of Engineering and Technology,"Jawaharlal Nehru Technological University, Kakinada",Repudi,Andhra Pradesh
1219,MERI College of Engineering and Technology,"Maharshi Dayanand University, Rohtak",Garhi Sampla,Haryana
1220,Nadimpalli Satyanarayana Raju Institute of Technology,"Jawaharlal Nehru Technological University, Kakinada",Visakhapatnam,Andhra Pradesh
1221,Usha Rama College of Engineering and Technology,"Jawaharlal Nehru Technological University, Kakinada",Krishna,Andhra Pradesh
1222,Pydah College of Engineering and Technology,"Jawaharlal Nehru Technological University, Kakinada",Visakhapatnam,Andhra Pradesh
1223,Noorul Islam Centre For Higher Education,,Kanyakumari,Tamil Nadu
1224,Kasireddy Narayan Reddy College of Engineering and Research,"Jawaharlal Nehru Technological University, Hyderabad",Rangareddy,Telangana
1225,Holy Mary Institute of Technology and Science,"Jawaharlal Nehru Technological University, Hyderabad",Rayaraopet,Telangana
1226,Babaria Institute of Technology,"Gujarat Technological University, Ahmedabad",Varanama,Gujarat
1227,Avanthi Institute of Engineering and Technology,"Jawaharlal Nehru Technological University, Hyderabad",Ranga Reddy Pally,Andhra Pradesh
1228,Mahatma Gandhi Chitrakoot Gramodaya Vishwavidyalaya,,Satna,Madhya Pradesh
1229,Rajiv Gandhi University of Knowledge Technologies,,Hyderabad,Telangana
1230,Kerala University of Fisheries and Ocean Studies,,Ernakulam,Kerala
1231,Medi-Caps University,,Indore,Madhya Pradesh
1232,Nalanda Institute of Engineering and Technology,"Jawaharlal Nehru Technological University, Kakinada",Guntur,Andhra Pradesh
1233,Mewar University,,Chittorgarh,Rajasthan
1234,Velammal Institute of Technology,"Anna University, Chennai",Chennai,Tamil Nadu
1235,St Mary's Group of Institutions College of Engineering and Technology,"Jawaharlal Nehru Technological University, Hyderabad",Desh Mukhi,Telangana
1236,St Ann's College of Engineering and Technology,"Jawaharlal Nehru Technological University, Kakinada",Nayani Palli Rural,Andhra Pradesh
1237,Marathwada Mitra Mandal's Institute of Technology,"Savitribai Phule Pune University, Pune",Shinde Wasti,Maharashtra
1238,KLS Vishwanathrao Deshpande Rural Institute of Technology,"Visvesvaraya Technological University, Belagavi",Haliyal,Karnataka
1239,KGiSL Institute of Technology,"Anna University, Chennai",Coimbatore,Tamil Nadu
1240,Institute of Technology and Management,"Dr APJ Abdul Kalam Technical University, Lucknow",Navi Kot Nandana,Uttar Pradesh
1241,Ideal Institute of Technology,"Dr APJ Abdul Kalam Technical University, Lucknow",Ghaziabad,Uttar Pradesh
1242,Bengal College of Engineering,"Maulana Abul Kalam Azad University of Technology, Kolkata",Durgapur,West Bengal
1243,AKS University,,Satna,Madhya Pradesh
1244,Triguna Sen School of Technology,"Assam University, Silchar",Silcoorie Grant,Assam
1245,Aditya Silver Oak Institute of Technology,"Gujarat Technological University, Ahmedabad",Ahmedabad,Gujarat
1246,SAL College of Engineering,"Gujarat Technological University, Ahmedabad",Ahmedabad,Gujarat
1247,Government Polytechnic,,Lucknow,Uttar Pradesh
1248,Contai Polytechnic,,Contai,West Bengal
1249,Panipat Institute of Engineering and Technology,"Kurukshetra University, Kurukshetra",Bapura,Haryana
1250,AP Shah Institute of Technology,"University of Mumbai, Mumbai",Thane,Maharashtra
1251,MGM's College of Engineering,"Dr Babasaheb Ambedkar Technological University, Lonere",Nanded,Maharashtra
1252,Department of Chemical Engineering,"Panjab University, Chandigarh",Chandigarh,Chandigarh
1253,Nagaland University,,Thizama,Nagaland
1254,St Vincent Pallotti College of Engineering and Technology,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",Nagpur,Maharashtra
1255,Calicut University Institute of Engineering Technology,"University of Calicut, Malappuram",Pallikal,Kerala
1256,Oriental College of Technology,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Bhopal,Madhya Pradesh
1257,Rajiv Gandhi College of Engineering and Technology,"Pondicherry University, Puducherry",Kirumampakkam,Puducherry
1258,Kurukshetra Institute of Technology and Management,"Kurukshetra University, Kurukshetra",Garhi Roran,Haryana
1259,Ideal Institute of Technology,"Jawaharlal Nehru Technological University, Kakinada",Kakinada,Andhra Pradesh
1260,Ellenki College of Engineering and Technology,"Jawaharlal Nehru Technological University, Hyderabad",Hyderabad,Telangana
1261,College of Engineering,"APJ Abdul Kalam Technological University, Thiruvananthapuram",Vadakara,Kerala
1262,Balaji Institute of Technology and Science,"Jawaharlal Nehru Technological University, Hyderabad",Laknepally,Telangana
1263,UKA Tarsadia University,,Bardoli,Gujarat
1264,Maharana Pratap University of Agriculture and Technology,,Udaipur,Rajasthan
1265,National Power Training Institute,"Guru Gobind Singh Indraprastha University, Delhi",New Delhi,Delhi
1266,Baba Saheb Ambedkar Technical Education Society,"Maharshi Dayanand University, Rohtak",New Delhi,Delhi
1267,University College of Engineering and Technology,"Vinoba Bhave University, Hazaribagh",Hazaribagh,Jharkhand
1268,Government Engineering College,"Gujarat Technological University, Ahmedabad",Bhuj,Gujarat
1269,Hooghly Institute of Technology,,Hooghly,West Bengal
1270,Government Engineering College,"Visvesvaraya Technological University, Belagavi",Krishnarajpete,Karnataka
1271,Vidya Vihar Institute of Technology,"Aryabhatta Knowledge University, Patna",Maranga,Bihar
1272,Universal College of Engineering and Research,"Savitribai Phule Pune University, Pune",Shindevadi,Maharashtra
1273,Swarna Bharathi Institute of Science and Technology,"Jawaharlal Nehru Technological University, Hyderabad",Khammam,Telangana
1274,Sree Rama Engineering College,"Jawaharlal Nehru Technological University, Anantapur",Tirupati,Andhra Pradesh
1275,Shree Swami Atmanand Saraswati Institute of Technology,"Gujarat Technological University, Ahmedabad",Surat,Gujarat
1276,Raj Kumar Goel Institute of Technology and Management,"Dr APJ Abdul Kalam Technical University, Lucknow",Ghaziabad,Uttar Pradesh
1277,Pydah College of Engineering,"Jawaharlal Nehru Technological University, Kakinada",Chollangi Peta,Andhra Pradesh
1278,PR Pote College of Engineering and Management,"Sant Gadge Baba Amravati University, Amravati",Amravati,Maharashtra
1279,RMD Sinhgad School of Engineering,"Savitribai Phule Pune University, Pune",Pune,Maharashtra
1280,NDMVP Samaj's Karmaveer Adv Baburao Ganpatrao Thakare College of Engineering,"Savitribai Phule Pune University, Pune",Nashik,Maharashtra
1281,Nagpur Institute of Technology,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",Mahurzari,Maharashtra
1282,GS Mandal's Marathwada Institute of Technology,"Dr Babasaheb Ambedkar Marathwada University, Aurangabad",Aurangabad,Maharashtra
1283,KC College of Engineering and Management Studies and Research,"University of Mumbai, Mumbai",Thane,Maharashtra
1284,Ideal Institute of Engineering,"Maulana Abul Kalam Azad University of Technology, Kolkata",Kalyani,West Bengal
1285,Galaxy Global Imperial Technical Campus,"Kurukshetra University, Kurukshetra",Landha,Haryana
1286,Raja Balwant Singh Engineering Technical Campus,"Dr APJ Abdul Kalam Technical University, Lucknow",Bichpuri,Uttar Pradesh
1287,College of Engineering,"APJ Abdul Kalam Technological University, Thiruvananthapuram",Munnar,Kerala
1288,Chaitanya Institute of Technology and Science,"Kakatiya University, Warangal",Hanamkonda,Telangana
1289,Camellia Institute of Technology,"Maulana Abul Kalam Azad University of Technology, Kolkata",Kolkata,West Bengal
1290,Anand Engineering College,"Dr APJ Abdul Kalam Technical University, Lucknow",Runkata,Uttar Pradesh
1291,Aligarh College of Engineering and Technology,"Dr APJ Abdul Kalam Technical University, Lucknow",Aligarh,Uttar Pradesh
1292,University of Engineering and Management,,Jaipur,Rajasthan
1293,MVSR Engineering College,"Osmania University, Hyderabad",Nadergul,Telangana
1294,Mohammad Ali Jauhar University,,Rampur,Uttar Pradesh
1295,MET Bhujbal Knowledge City,"Savitribai Phule Pune University, Pune",Nashik,Maharashtra
1296,GSFC University,,Vadodara,Gujarat
1297,School of Computer Science and Information Technology,"Devi Ahilya Vishwavidyalaya, Indore",Indore,Madhya Pradesh
1298,KIIT Polytechnic,,Bhubaneswar,Odisha
1299,PSG Polytechnic College,,Coimbatore,Tamil Nadu
1300,Brainware University,,Kolkata,West Bengal
1301,Anand Institute of Higher Technology,"Anna University, Chennai",Kazhipathur,Tamil Nadu
1302,Cochin Institute of Science and Technology,"APJ Abdul Kalam Technological University, Thiruvananthapuram",Eattappilly,Kerala
1303,Vastu Kala Academy,"Guru Gobind Singh Indraprastha University, Delhi",New Delhi,Delhi
1304,RK University,,Rajkot,Gujarat
1305,Sri Aurobindo Institute of Technology,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Bhawrasla,Madhya Pradesh
1306,Seacom Engineering College,"Maulana Abul Kalam Azad University of Technology, Kolkata",Jala Dhulagiri,West Bengal
1307,Rajarshi Shahu College of Engineering,"Savitribai Phule Pune University, Pune",Pimpri-Chinchwad,Maharashtra
1308,Paavai Engineering College,"Anna University, Chennai",Puduchatram,Tamil Nadu
1309,Mallabhum Institute of Technology,"Maulana Abul Kalam Azad University of Technology, Kolkata",Here Parbbat,West Bengal
1310,Lords Institute of Engineering and Technology,"Osmania University, Hyderabad",Hyderabad,Telangana
1311,Gopalan College of Engineering and Management,"Visvesvaraya Technological University, Belagavi",Bengaluru,Karnataka
1312,Gates Institute of Technology,"Jawaharlal Nehru Technological University, Anantapur",Gooty,Andhra Pradesh
1313,Finolex Academy of Management and Technology,"University of Mumbai, Mumbai",Ratnagiri,Maharashtra
1314,Devineni Venkata Ramana and Dr Hima Sekhar MIC College of Technology,"Jawaharlal Nehru Technological University, Kakinada",Saidapuram,Andhra Pradesh
1315,Jagannath University,,Jaisinghpura,Rajasthan
1316,Government Polytechnic,,Bans Gopalpur,Uttar Pradesh
1317,Jawahar Education Society's AC Patil College of Engineering,"University of Mumbai, Mumbai",Navi Mumbai,Maharashtra
1318,Sri Venkateswaraa College of Technology,"Anna University, Chennai",Sriperumbudur,Tamil Nadu
1319,Sri Chaitanya Engineering College,"Jawaharlal Nehru Technological University, Kakinada",Visakhapatnam,Andhra Pradesh
1320,Siddhartha Institute of Technology and Sciences,"Jawaharlal Nehru Technological University, Hyderabad",Hyderabad,Telangana
1321,Shri Madhwa Vadiraja Institute of Technology and Management,"Visvesvaraya Technological University, Belagavi",Udupi,Karnataka
1322,Shivalik College of Engineering,"Uttarakhand Technical University, Dehradun",Singhniwala,Uttarakhand
1323,Sanghvi Institute of Management and Science,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Indore,Madhya Pradesh
1324,Sahrdaya College of Engineering and Technology,"APJ Abdul Kalam Technological University, Thiruvananthapuram",Thrissur,Kerala
1325,Marian Engineering College,"APJ Abdul Kalam Technological University, Thiruvananthapuram",Thiruvananthapuram,Kerala
1326,Government Engineering College,"Rajasthan Technical University, Kota",Bharatpur,Rajasthan
1327,Coorg Institute of Technology,"Visvesvaraya Technological University, Belagavi",Halligattu,Karnataka
1328,Central Institute of Plastics Engineering and Technology,"Biju Patnaik University of Technology, Rourkela",Bhubaneshwar,Odisha
1329,Camellia Institute of Engineering and Technology,"Maulana Abul Kalam Azad University of Technology, Kolkata",Bardhaman,West Bengal
1330,Brilliant Grammar School Educational Society's Group of Institutions,"Jawaharlal Nehru Technological University, Hyderabad",Hyderabad,Telangana
1331,Aurora's Engineering College,"Jawaharlal Nehru Technological University, Hyderabad",Nalgonda,Telangana
1332,Anurag Engineering College,"Jawaharlal Nehru Technological University, Hyderabad",Nalgonda,Telangana
1333,Abha Gaikwad-Patil College of Engineering,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",Nagpur,Maharashtra
1334,RVS Technical Campus,"Anna University, Chennai",Coimbatore,Tamil Nadu
1335,Sanaka Educational Trust's Group of Institutions,"Maulana Abul Kalam Azad University of Technology, Kolkata",Durgapur,West Bengal
