CollegeID,College Name,University,City,State
1,National Institute of Technology Rourkela ,,Rourkela,Odisha
2,Visvesvaraya National Institute of Technology Nagpur ,,Nagpur,Maharashtra
3,Netaji Subhas University of Technology,,New Delhi,Delhi
4,Birla Institute of Technology,,Ranchi,Jharkhand
5,International Institute of Information Technology,,Hyderabad,Telangana
6,BMS College of Engineering,"Visvesvaraya Technological University, Belagavi",Bengaluru,Karnataka
7,Institute of Chemical Technology,,Mumbai,Maharashtra
8,Banaras Hindu University,,Varanasi,Uttar Pradesh
9,Thapar Institute of Engineering and Technology,,Patiala,Punjab
10,Shanmugha Arts Science Technology Research and Academy,,Thanjavur,Tamil Nadu
11,Indian Institute of Technology Hyderabad ,,Hyderabad,Telangana
12,Nirma University,,Ahmedabad,Gujarat
13,Indraprastha Institute of Information Technology,,New Delhi,Delhi
14,Lovely Professional University,,Phagwara,Punjab
15,International Institute of Information Technology Bangalore ,,Bengaluru,Karnataka
16,Christ University,,Bengaluru,Karnataka
17,Sardar Vallabhbhai National Institute of Technology Surat ,,Surat,Gujarat
18,National Institute of Technology Durgapur ,,Durgapur,West Bengal
19,PES University,,Bengaluru,Karnataka
20,Indian Institute of Space Science and Technology,,Thiruvananthapuram,Kerala
21,Indian Institute of Technology Banaras Hindu University Varanasi ,,Varanasi,Uttar Pradesh
22,Maharashtra Institute of Technology,"Dr Vishwanath Karad MIT World Peace University, Pune",Pune,Maharashtra
23,National Institute of Technology Delhi ,,New Delhi,Delhi
24,Veermata Jijabai Technological Institute,"University of Mumbai, Mumbai",Mumbai,Maharashtra
25,Amrita School of Engineering,"Amrita Vishwa Vidyapeetham, Coimbatore",Coimbatore,Tamil Nadu
26,National Institute of Technology Kurukshetra ,,Kurukshetra,Haryana
27,MIT College of Engineering,"Dr Vishwanath Karad MIT World Peace University, Pune",Pune,Maharashtra
28,College of Engineering,"Anna University, Chennai",Chennai,Tamil Nadu
29,Malaviya National Institute of Technology Jaipur ,,Jaipur,Rajasthan
30,Maulana Azad National Institute of Technology Bhopal ,,Bhopal,Madhya Pradesh
31,Indian Institute of Information Technology Allahabad ,,Allahabad,Uttar Pradesh
32,Indian Institute of Technology Guwahati ,,Guwahati,Assam
33,Thiagarajar College of Engineering,"Anna University, Chennai",Madurai,Tamil Nadu
34,BITS Pilani- Hyderabad Campus,"Birla Institute of Technology and Science, Pilani",Hyderabad,Telangana
35,JNTUH College of Engineering,"Jawaharlal Nehru Technological University, Hyderabad",Hyderabad,Telangana
36,Maharaja Sayajirao University of Baroda,,Vadodara,Gujarat
37,Dhirubhai Ambani Institute of Information and Communication Technology,,Gandhinagar,Gujarat
38,Indian Institute of Technology Indian School of Mines Dhanbad ,,Dhanbad,Jharkhand
39,Punjab Engineering College,,Chandigarh,Chandigarh
40,Harcourt Butler Technical University,,Kanpur,Uttar Pradesh
41,Indian Institute of Technology Indore ,,Simrol,Madhya Pradesh
42,Andhra University College of Engineering,"Andhra University, Visakhapatnam",Visakhapatnam,Andhra Pradesh
43,Sri Sivasubramaniya Nadar College of Engineering,"Anna University, Chennai",Kelambakkam,Tamil Nadu
44,VIT University,"Vellore Institute of Technology, Vellore",Kelambakkam,Tamil Nadu
45,Bangalore Institute of Technology,"Visvesvaraya Technological University, Belagavi",Bengaluru,Karnataka
46,Vishwakarma Institute of Technology,"Savitribai Phule Pune University, Pune",Pune,Maharashtra
47,Indian Institute of Technology Gandhinagar ,,Gandhinagar,Gujarat
48,Savitribai Phule Pune University,,Pune,Maharashtra
49,Indian Institute of Technology Ropar ,,Rupnagar,Punjab
50,Jamia Hamdard,,New Delhi,Delhi
51,Panjab University,,Chandigarh,Chandigarh
52,Symbiosis International University,,Pune,Maharashtra
53,Chandigarh University,,Chandigarh,Punjab
54,National Institute of Technology Silchar ,,Silchar,Assam
55,BMS Institute of Technology and Management,"Visvesvaraya Technological University, Belagavi",Bengaluru,Karnataka
56,Dayananda Sagar College of Engineering,"Visvesvaraya Technological University, Belagavi",Bengaluru,Karnataka
57,Jawaharlal Nehru University,,New Delhi,Delhi
58,Atal Bihari Vajpayee Indian Institute of Information Technology and Management Gwalior ,,Gwalior,Madhya Pradesh
59,JC Bose University of Science and Technology,,Faridabad,Haryana
60,National Institute of Technology Raipur ,,Raipur,Chhattisgarh
61,Chaitanya Bharathi Institute of Technology,"Osmania University, Hyderabad",Hyderabad,Telangana
62,Institute of Engineering and Technology,"Dr APJ Abdul Kalam Technical University, Lucknow",Lucknow,Uttar Pradesh
63,Madras Institute of Technology,"Anna University, Chennai",Chennai,Tamil Nadu
64,University of Hyderabad,,Hyderabad,Telangana
65,Dr B R Ambedkar National Institute of Technology Jalandhar ,,Jalandhar,Punjab
66,National Institute of Industrial Engineering,,Mumbai,Maharashtra
67,Indian Institute of Technology Bhubaneswar ,,Bhubaneshwar,Odisha
68,Indian Institute of Technology Patna ,,Patna,Bihar
69,University of Calcutta,,Kolkata,West Bengal
70,Sharda University,,Greater Noida,Uttar Pradesh
71,National Institute of Technology Jamshedpur ,,Jamshedpur,Jharkhand
72,Dr DY Patil University,,Navi Mumbai,Maharashtra
73,Heritage Institute of Technology,"Maulana Abul Kalam Azad University of Technology, Kolkata",Kolkata,West Bengal
74,Sinhgad College of Engineering,"Savitribai Phule Pune University, Pune",Pune,Maharashtra
75,University College of Engineering,"Osmania University, Hyderabad",Hyderabad,Telangana
76,National Institute of Technology Hamirpur ,,Hamirpur,Himachal Pradesh
77,Government College of Engineering,"Dr Babasaheb Ambedkar Marathwada University, Aurangabad",Aurangabad,Maharashtra
78,Bharati Vidyapeeth Deemed University College of Engineering,"Bharati Vidyapeeth, Pune",Pune,Maharashtra
79,Maulana Abul Kalam Azad University of Technology,,Kolkata,West Bengal
80,Sathyabama Institute of Science and Technology,,Chennai,Tamil Nadu
81,Acharya Institute of Technology,"Visvesvaraya Technological University, Belagavi",Bengaluru,Karnataka
82,National Institute of Technology Patna ,,Patna,Bihar
83,Shiv Nadar University,,Greater Noida,Uttar Pradesh
84,PES Institute of Technology,"Visvesvaraya Technological University, Belagavi",Bengaluru,Karnataka
85,VNR Vignana Jyothi Institute of Engineering and Technology,"Jawaharlal Nehru Technological University, Hyderabad",Hyderabad,Telangana
86,University of Mumbai,,Mumbai,Maharashtra
87,National Institute of Technology Manipur ,,Imphal,Manipur
88,Jaypee Institute of Information Technology,,Noida,Uttar Pradesh
89,Sant Longowal Institute of Engineering and Technology,,Longowal,Punjab
90,Jawaharlal Nehru Technological University College of Engineering,"Jawaharlal Nehru Technological University, Kakinada",Kakinada,Andhra Pradesh
91,Sri Venkateswara University College of Engineering,"Sri Venkateswara University, Tirupati",Tirupati,Andhra Pradesh
92,Army Institute of Technology,"Savitribai Phule Pune University, Pune",Pune,Maharashtra
93,National Institute of Technology Uttarakhand ,,Srinagar,Uttarakhand
94,National Institute of Technology Agartala ,,Agartala,Tripura
95,LD College of Engineering,"Gujarat Technological University, Ahmedabad",Ahmedabad,Gujarat
96,KJ Somaiya College of Engineering,"University of Mumbai, Mumbai",Mumbai,Maharashtra
97,Graphic Era University,,Dehradun,Uttarakhand
98,Dr APJ Abdul Kalam Technical University,,Lucknow,Uttar Pradesh
99,Institute of Engineering and Management,"Maulana Abul Kalam Azad University of Technology, Kolkata",Kolkata,West Bengal
100,Indian Institute of Information Technology Design and Manufacturing Kancheepuram ,,Chennai,Tamil Nadu
101,Dr Ambedkar Institute of Technology,"Visvesvaraya Technological University, Belagavi",Bengaluru,Karnataka
102,Coimbatore Institute of Technology,"Anna University, Chennai",Coimbatore,Tamil Nadu
103,Indian Institute of Technology Mandi ,,Suran,Himachal Pradesh
104,GITAM University,,Visakhapatnam,Andhra Pradesh
105,College of Engineering,"APJ Abdul Kalam Technological University, Thiruvananthapuram",Thiruvananthapuram,Kerala
106,MS Ramaiah University of Applied Sciences,,Bengaluru,Karnataka
107,Indian Institute of Information Technology Design and Manufacturing Jabalpur ,,Jabalpur,Madhya Pradesh
108,Koneru Lakshmaiah Education Foundation,,Guntur,Andhra Pradesh
109,Galgotias University,,Greater Noida,Uttar Pradesh
110,LNM Institute of Information Technology,,Jaipur,Rajasthan
111,Maharaja Agrasen Institute of Technology,"Guru Gobind Singh Indraprastha University, Delhi",New Delhi,Delhi
112,National Institute of Technology Goa ,,Ponda,Goa
113,Shri Govindram Seksaria Institute of Technology and Science,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Indore,Madhya Pradesh
114,National Institute of Technology Andhra Pradesh ,,Tadepalligudem,Andhra Pradesh
115,Kalinga Institute of Industrial Technology,,Bhubaneshwar,Odisha
116,Vasavi College of Engineering,"Osmania University, Hyderabad",Hyderabad,Telangana
117,Kurukshetra University,,Kurukshetra,Haryana
118,SRM Institute of Science and Technology,"SRM Institute of Science and Technology, Chennai",Ramapuram,Tamil Nadu
119,Galgotias College of Engineering and Technology,"Dr APJ Abdul Kalam Technical University, Lucknow",Greater Noida,Uttar Pradesh
120,BITS Pilani,,Chicalim,Goa
121,Gokaraju Rangaraju Institute of Engineering and Technology,"Jawaharlal Nehru Technological University, Hyderabad",Hyderabad,Telangana
122,Guru Nanak Dev University,,Amritsar,Punjab
123,Government College of Technology,"Anna University, Chennai",Coimbatore,Tamil Nadu
124,Guru Nanak Dev Engineering College,"IK Gujral Punjab Technical University, Jalandhar",Ludhiana,Punjab
125,Cochin University of Science and Technology,,Kochi,Kerala
126,Haldia Institute of Technology,"Maulana Abul Kalam Azad University of Technology, Kolkata",Haldia,West Bengal
127,National Institute of Technology Srinagar ,,Srinagar,Jammu and Kashmir
128,University Visvesvaraya College of Engineering,"Bangalore University, Bangalore",Bengaluru,Karnataka
129,SCTR's Pune Institute of Computer Technology,"Savitribai Phule Pune University, Pune",Pune,Maharashtra
130,Indian Institute of Technology Jodhpur ,,Jodhpur,Rajasthan
131,Nitte Meenakshi Institute of Technology,"Visvesvaraya Technological University, Belagavi",Bengaluru,Karnataka
132,Pandit Deendayal Petroleum University,,Gandhinagar,Gujarat
133,Sir M Visvesvaraya Institute of Technology,"Visvesvaraya Technological University, Belagavi",Bengaluru,Karnataka
134,Sardar Patel College of Engineering,"University of Mumbai, Mumbai",Mumbai,Maharashtra
135,CVR College of Engineering,"Jawaharlal Nehru Technological University, Hyderabad",Hyderabad,Telangana
136,School of Engineering,"University of Petroleum and Energy Studies, Dehradun",Dehradun,Uttarakhand
137,Kalyani Government Engineering College,"Maulana Abul Kalam Azad University of Technology, Kolkata",Kolkata,West Bengal
138,Dr Vishwanath Karad MIT World Peace University,,Pune,Maharashtra
139,Sardar Patel Institute of Technology,"University of Mumbai, Mumbai",Mumbai,Maharashtra
140,Annamalai University,,Chidambaram,Tamil Nadu
141,Walchand College of Engineering,"Shivaji University, Kolhapur",Sangli,Maharashtra
142,Amity School of Engineering,"Amity University, Noida",Noida,Uttar Pradesh
143,National Institute of Technology Puducherry Karaikal ,,Thiruvettakudy,Puducherry
144,Ajay Kumar Garg Engineering College,"Dr APJ Abdul Kalam Technical University, Lucknow",Ghaziabad,Uttar Pradesh
145,Chhatrapati Shahu Ji Maharaj University,,Kanpur,Uttar Pradesh
146,Siddaganga Institute of Technology,"Visvesvaraya Technological University, Belagavi",Tumakuru,Karnataka
147,Kumaraguru College of Technology,"Anna University, Chennai",Coimbatore,Tamil Nadu
148,Dayananda Sagar University,,Bengaluru,Karnataka
149,JSS Academy of Technical Education,"Dr APJ Abdul Kalam Technical University, Lucknow",Noida,Uttar Pradesh
150,Jawaharlal Nehru Centre for Advanced Scientific Research,,Bengaluru,Karnataka
151,Kamla Nehru Institute of Technology,"Dr APJ Abdul Kalam Technical University, Lucknow",Sultanpur,Uttar Pradesh
152,Tezpur University,,Tezpur,Assam
153,Institute of Infrastructure Technology Research and Management,,Ahmedabad,Gujarat
154,Madan Mohan Malaviya University of Technology,,Gorakhpur,Uttar Pradesh
155,Mahatma Gandhi Institute of Technology,"Jawaharlal Nehru Technological University, Hyderabad",Hyderabad,Telangana
156,Shri Ramdeobaba College of Engineering and Management,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",Nagpur,Maharashtra
157,Deen Bandhu Chhotu Ram University of Science and Technology,,Sonepat,Haryana
158,Shivaji University,,Kolhapur,Maharashtra
159,Dharmsinh Desai University,,Nadiad,Gujarat
160,The National Institute of Engineering,"Visvesvaraya Technological University, Belagavi",Mysuru,Karnataka
161,Indira Gandhi Delhi Technical University for Women,,New Delhi,Delhi
162,Dayalbagh Educational Institute,,Agra,Uttar Pradesh
163,ICFAI Foundation for Higher Education,,Hyderabad,Telangana
164,Bundelkhand University,,Jhansi,Uttar Pradesh
165,ITM University,,Gwalior,Madhya Pradesh
166,CMR College of Engineering and Technology,"Jawaharlal Nehru Technological University, Hyderabad",Hyderabad,Telangana
167,Veer Surendra Sai University of Technology,,Burla,Odisha
168,KLE Technological University,,Hubli,Karnataka
169,Gayatri Vidya Parishad College of Engineering,"Jawaharlal Nehru Technological University, Kakinada",Visakhapatnam,Andhra Pradesh
170,University Institute of Engineering and Technology,"Panjab University, Chandigarh",Chandigarh,Chandigarh
171,Hindustan Institute of Technology and Science,,Chennai,Tamil Nadu
172,Banasthali Vidyapith,,Jaipur,Rajasthan
173,University of Lucknow,,Lucknow,Uttar Pradesh
174,Presidency University,,Bengaluru,Karnataka
175,GMR Institute of Technology,"Jawaharlal Nehru Technological University, Kakinada",Srikakulam,Andhra Pradesh
176,JSS Science and Technology University,,Mysuru,Karnataka
177,National Institute of Technology Meghalaya ,,Shillong,Meghalaya
178,National Institute of Technology Arunachal Pradesh ,,Papum Pare,Arunachal Pradesh
179,Bennett University,,Greater Noida,Uttar Pradesh
180,MIT Academy of Engineering,"Savitribai Phule Pune University, Pune",Pune,Maharashtra
181,College of Technology,"Govind Ballabh Pant University of Agriculture and Technology, Pantnagar",Pantnagar,Uttarakhand
182,Bharati Vidyapeeth's College of Engineering,"Guru Gobind Singh Indraprastha University, Delhi",New Delhi,Delhi
183,BS Abdur Rahman Crescent Institute of Science and Technology,,Chennai,Tamil Nadu
184,University Institute of Engineering and Technology,"Kurukshetra University, Kurukshetra",Kurukshetra,Haryana
185,Vardhaman College of Engineering,"Jawaharlal Nehru Technological University, Hyderabad",Hyderabad,Telangana
186,Bangalore University,,Bengaluru,Karnataka
187,St Joseph's College of Engineering,"Anna University, Chennai",Chennai,Tamil Nadu
188,Indian Institute of Science Education and Research Bhopal ,,Bhopal,Madhya Pradesh
189,Manipal University,,Jaipur,Rajasthan
190,Malla Reddy College of Engineering and Technology,"Jawaharlal Nehru Technological University, Hyderabad",Hyderabad,Telangana
191,Bundelkhand Institute of Engineering and Technology,"Dr APJ Abdul Kalam Technical University, Lucknow",Jhansi,Uttar Pradesh
192,Velagapudi Ramakrishna Siddhartha Engineering College,"Jawaharlal Nehru Technological University, Kakinada",Vijayawada,Andhra Pradesh
193,Dayananda Sagar Academy of Technology and Management,"Visvesvaraya Technological University, Belagavi",Bengaluru,Karnataka
194,Jawaharlal Nehru Technological University,,Hyderabad,Telangana
195,Alliance College of Engineering and Design,"Alliance University, Bangalore",Bengaluru,Karnataka
196,Rajasthan Technical University,,Kota,Rajasthan
197,Amrita School of Engineering,"Amrita Vishwa Vidyapeetham, Coimbatore",Bengaluru,Karnataka
198,Indira Gandhi National Open University,,New Delhi,Delhi
199,Jalpaiguri Government Engineering College,"Maulana Abul Kalam Azad University of Technology, Kolkata",Jalpaiguri,West Bengal
200,Shri Mata Vaishno Devi University,,Katra,Jammu and Kashmir
201,Guru Jambheshwar University of Science and Technology,,Hisar,Haryana
202,BNM Institute of Technology,"Visvesvaraya Technological University, Belagavi",Bengaluru,Karnataka
203,National Institute of Technology Nagaland ,,Dimapur,Nagaland
204,Lakshmi Narain College of Technology,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Bhopal,Madhya Pradesh
205,MBM Engineering College,"Jai Narain Vyas University, Jodhpur",Jodhpur,Rajasthan
206,Institute of Engineering and Technology Devi Ahilya Vishwavidyalaya,"Devi Ahilya Vishwavidyalaya, Indore",Indore,Madhya Pradesh
207,Bharath Institute of Higher Education and Research,,Chennai,Tamil Nadu
208,Jabalpur Engineering College,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Jabalpur,Madhya Pradesh
209,Guru Ghasidas Vishwavidyalaya,,Bilaspur,Chhattisgarh
210,Government College of Engineering,"Sant Gadge Baba Amravati University, Amravati",Amravati,Maharashtra
211,Vidyalankar Institute of Technology,"University of Mumbai, Mumbai",Mumbai,Maharashtra
212,Vel Tech Rangarajan Dr Sagunthala R and D Institute of Science and Technology,,Chennai,Tamil Nadu
213,Indian Institute of Information Technology,,Gandhinagar,Gujarat
214,Vishwakarma Institute of Information Technology,"Savitribai Phule Pune University, Pune",Pune,Maharashtra
215,Dr DY Patil Institute of Technology,"Savitribai Phule Pune University, Pune",Pune,Maharashtra
216,Rashtrasant Tukadoji Maharaj Nagpur University,,Nagpur,Maharashtra
217,Vel's Institute of Science Technology and Advanced Studies,,Chennai,Tamil Nadu
218,CV Raman College of Engineering,"Biju Patnaik University of Technology, Rourkela",Bhubaneswar,Odisha
219,ABES Engineering College,"Dr APJ Abdul Kalam Technical University, Lucknow",Ghaziabad,Uttar Pradesh
220,Velammal Engineering College,"Anna University, Chennai",Chennai,Tamil Nadu
221,Amity School of Engineering and Technology,"Guru Gobind Singh Indraprastha University, Delhi",New Delhi,Delhi
222,Mukesh Patel School of Technology Management and Engineering,"Narsee Monjee Institute of Management Studies, Mumbai",Mumbai,Maharashtra
223,The Oxford College of Engineering,"Visvesvaraya Technological University, Belagavi",Bengaluru,Karnataka
224,RNS Institute of Technology,"Visvesvaraya Technological University, Belagavi",Bengaluru,Karnataka
225,National Institute of Technology Mizoram ,,Aizawl,Mizoram
226,BV Raju Institute of Technology,"Jawaharlal Nehru Technological University, Hyderabad",Narsapur,Telangana
227,Karunya Institute of Technology and Sciences,,Coimbatore,Tamil Nadu
228,International Institute of Information Technology,,Bhubaneswar,Odisha
229,JNTUK University College of Engineering,"Jawaharlal Nehru Technological University, Kakinada",Vizianagaram,Andhra Pradesh
230,National Institute of Technology Sikkim ,,Barfung,Sikkim
231,National Institute of Foundry and Forge Technology,"Ranchi University, Ranchi",Ranchi,Jharkhand
232,Jawaharlal Nehru Technological University,,Kakinada,Andhra Pradesh
233,Dr Ambedkar Institute of Technology for Handicapped,"Dr APJ Abdul Kalam Technical University, Lucknow",Kanpur,Uttar Pradesh
234,TKM College of Engineering,"APJ Abdul Kalam Technological University, Thiruvananthapuram",Kollam,Kerala
235,Sree Vidyanikethan Engineering College,"Jawaharlal Nehru Technological University, Anantapur",Tirupati,Andhra Pradesh
236,MVJ College of Engineering,"Visvesvaraya Technological University, Belagavi",Bengaluru,Karnataka
237,GH Raisoni College of Engineering,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",Nagpur,Maharashtra
238,AISSMS College of Engineering,"Savitribai Phule Pune University, Pune",Pune,Maharashtra
239,Jaipur National University,,Jaipur,Rajasthan
240,Dr MGR Educational and Research Institute,,Chennai,Tamil Nadu
241,New Horizon College of Engineering,"Visvesvaraya Technological University, Belagavi",Bengaluru,Karnataka
242,JNTUA College of Engineering,"Jawaharlal Nehru Technological University, Anantapur",Anantapur,Andhra Pradesh
243,Maharaja Surajmal Institute of Technology,"Guru Gobind Singh Indraprastha University, Delhi",New Delhi,Delhi
244,Birla Vishvakarma Mahavidyalaya,"Gujarat Technological University, Ahmedabad",Anand,Gujarat
245,University of Madras,,Chennai,Tamil Nadu
246,Indian Institute of Technology Tirupati ,,Tirupati,Andhra Pradesh
247,National Institute of Pharmaceutical Education and Research SAS Nagar ,,Sahibzada Ajit Singh Nagar,Punjab
248,Chitkara University,,Patiala,Punjab
249,SRM Institute of Science and Technology,"SRM Institute of Science and Technology, Chennai",Sadabad Jakhaiva,Uttar Pradesh
250,JSS Academy of Technical Education,"Visvesvaraya Technological University, Belagavi",Bengaluru,Karnataka
251,BIT Sindri,"Vinoba Bhave University, Hazaribagh",Dhanbad,Jharkhand
252,Sreenidhi Institute of Science and Technology,"Jawaharlal Nehru Technological University, Hyderabad",Yamnampet,Telangana
253,Kongu Engineering College,"Anna University, Chennai",Perundurai,Tamil Nadu
254,College of Engineering and Technology,"Biju Patnaik University of Technology, Rourkela",Bhubaneshwar,Odisha
255,Techno India,"Maulana Abul Kalam Azad University of Technology, Kolkata",Kolkata,West Bengal
256,Chandigarh College of Engineering and Technology,"Panjab University, Chandigarh",Chandigarh,Chandigarh
257,Graphic Era Hill University,,Dehradun,Uttarakhand
258,Guru Nanak Institutions Technical Campus,"Jawaharlal Nehru Technological University, Hyderabad",Hyderabad,Telangana
259,Fr Conceicao Rodrigues College of Engineering,"University of Mumbai, Mumbai",Mumbai,Maharashtra
260,Indian Institute of Information Technology Tiruchirappalli ,,Tiruchirappalli,Tamil Nadu
261,The NorthCap University,,Gurgaon,Haryana
262,Babu Banarasi Das University,,Lucknow,Uttar Pradesh
263,University Institute of Technology Rajiv Gandhi Proudyogiki Vishwavidyalaya,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",Bhopal,Madhya Pradesh
264,SJB Institute of Technology,"Visvesvaraya Technological University, Belagavi",Bengaluru,Karnataka
265,University Institute of Engineering and Technology CSJMU,"Chhatrapati Shahu Ji Maharaj University, Kanpur",Kanpur,Uttar Pradesh
266,Pondicherry Engineering College,"Pondicherry University, Puducherry",Pillaichavady,Puducherry
267,Vishnu Institute of Technology,"Jawaharlal Nehru Technological University, Kakinada",Bhimavaram,Andhra Pradesh
268,SRM University AP,,Kuragallu,Andhra Pradesh
269,Kakatiya Institute of Technology and Science,"Kakatiya University, Warangal",Warangal,Telangana
270,Vignan's Foundation for Science Technology and Research,,Guntur,Andhra Pradesh
271,School of Planning and Architecture Delhi ,,New Delhi,Delhi
272,GB Pant Government Engineering College,"Guru Gobind Singh Indraprastha University, Delhi",New Delhi,Delhi
273,Gurukula Kangri Vishwavidyalaya,,Haridwar,Uttarakhand
274,Academy of Technology,"Maulana Abul Kalam Azad University of Technology, Kolkata",Hooghly,West Bengal
275,Ansal University,,Gurugram,Haryana
276,Vishwakarma Government Engineering College,"Gujarat Technological University, Ahmedabad",Ahmedabad,Gujarat
277,BML Munjal University,,Gurgaon,Haryana
278,Don Bosco Institute of Technology,"Visvesvaraya Technological University, Belagavi",Bengaluru,Karnataka
279,Indian Institute of Information Technology,,Sri City,Andhra Pradesh
280,Bannari Amman Institute of Technology,"Anna University, Chennai",Erode,Tamil Nadu
281,MLR Institute of Technology,"Jawaharlal Nehru Technological University, Hyderabad",Hyderabad,Telangana
282,Chennai Institute of Technology,"Anna University, Chennai",Chennai,Tamil Nadu
283,Government College of Engineering,"Shivaji University, Kolhapur",Karad,Maharashtra
284,Rajiv Gandhi Institute of Technology,"APJ Abdul Kalam Technological University, Thiruvananthapuram",Kottayam,Kerala
285,Birla Institute of Technology,"Birla Institute of Technology, Mesra",Patna,Bihar
286,Fr C Rodrigues Institute of Technology,"University of Mumbai, Mumbai",Navi Mumbai,Maharashtra
287,Pondicherry University,,Kalapet,Puducherry
288,Symbiosis Institute of Technology,"Symbiosis International University, Pune",Pune,Maharashtra
289,Government Engineering College,"APJ Abdul Kalam Technological University, Thiruvananthapuram",Thrissur,Kerala
290,Rajasthan Institute of Engineering and Technology,"Rajasthan Technical University, Kota",Jaipur,Rajasthan
291,Feroze Gandhi Institute of Engineering and Technology,"Dr APJ Abdul Kalam Technical University, Lucknow",Raebareli,Uttar Pradesh
292,Bidhan Chandra Krishi Vishwavidyalaya,,Manpur,West Bengal
293,Sagi Ramakrishnam Raju Engineering College,"Andhra University, Visakhapatnam",Bhimavaram,Andhra Pradesh
294,Mahatma Jyotiba Phule Rohilkhand University,,Bareilly,Uttar Pradesh
295,CEPT University,,Ahmedabad,Gujarat
296,KIET Group of Institutions,"Dr APJ Abdul Kalam Technical University, Lucknow",Ghaziabad,Uttar Pradesh
297,Sri Krishna College of Engineering and Technology,"Anna University, Chennai",Coimbatore,Tamil Nadu
298,Dr DY Patil Institute of Engineering and Technology,"Savitribai Phule Pune University, Pune",Pune,Maharashtra
299,SRM University,,Sonipat,Haryana
300,Pune Vidyarthi Griha's College of Engineering and Technology,"Savitribai Phule Pune University, Pune",Pune,Maharashtra
301,Institute of Aeronautical Engineering,"Jawaharlal Nehru Technological University, Hyderabad",Domara Pocham Pally,Telangana
302,Bhagalpur College of Engineering,"Aryabhatta Knowledge University, Patna",Bhagalpur,Bihar
303,University of Kalyani,,Kalyani,West Bengal
304,Mahatma Gandhi University,,Kottayam,Kerala
305,IEC College of Engineering and Technology,"Dr APJ Abdul Kalam Technical University, Lucknow",Greater Noida,Uttar Pradesh
306,NIMS University,,Jaipur,Rajasthan
307,KIET School of Engineering,"Dr APJ Abdul Kalam Technical University, Lucknow",Muradnagar,Uttar Pradesh
308,Muzaffarpur Institute of Technology,"Aryabhatta Knowledge University, Patna",Muzaffarpur,Bihar
309,Government College of Engineering and Leather Technology,"Maulana Abul Kalam Azad University of Technology, Kolkata",Kolkata,West Bengal
310,University Institute of Engineering and Technology,"Maharshi Dayanand University, Rohtak",Rohtak,Haryana
311,RVR and JC College of Engineering,"Acharya Nagarjuna University, Guntur",Guntur,Andhra Pradesh
312,Bhilai Institute of Technology,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",Durg,Chhattisgarh
313,Maharishi Markandeshwar Deemed to be University,,Mullana,Haryana
314,Narula Institute of Technology,"Maulana Abul Kalam Azad University of Technology, Kolkata",Kolkata,West Bengal
315,Government College of Engineering and Textile Technology,"Maulana Abul Kalam Azad University of Technology, Kolkata",Murshidabad,West Bengal
316,Alagappa College of Technology,"Anna University, Chennai",Chennai,Tamil Nadu
317,Central Institute of Plastics Engineering and Technology,"Dr APJ Abdul Kalam Technical University, Lucknow",Lucknow,Uttar Pradesh
318,Jaypee University of Information Technology,,Solan,Himachal Pradesh
319,Sri Venkateswara College of Engineering,"Jawaharlal Nehru Technological University, Anantapur",Tirupati,Andhra Pradesh
320,Indian Agricultural Research Institute,,New Delhi,Delhi
321,College of Technology and Engineering,"Maharana Pratap University of Agriculture and Technology, Udaipur",Udaipur,Rajasthan
322,University Institute of Technology,"University of Burdwan, Bardhaman",Burdwan,West Bengal
323,Amrita School of Engineering,"Amrita Vishwa Vidyapeetham, Coimbatore",Vallikavu,Kerala
324,Punjabi University,,Patiala,Punjab
325,Rajagiri School of Engineering and Technology,"APJ Abdul Kalam Technological University, Thiruvananthapuram",Kochi,Kerala
326,Indian Institute of Information Technology,,Jaipur,Rajasthan
327,Government College of Engineering and Ceramic Technology,"Maulana Abul Kalam Azad University of Technology, Kolkata",Kolkata,West Bengal
328,BVV Sangha's Basaveshwar Engineering College,"Visvesvaraya Technological University, Belagavi",Bagalkot,Karnataka
329,Dwarkadas J Sanghvi College of Engineering,"University of Mumbai, Mumbai",Mumbai,Maharashtra
330,JECRC University,,Jaipur,Rajasthan
331,NIE Institute of Technology,"Visvesvaraya Technological University, Belagavi",Anagahalli,Karnataka
332,Techno International New Town,"Maulana Abul Kalam Azad University of Technology, Kolkata",New Town,West Bengal
333,Rajarajeswari College of Engineering,"Visvesvaraya Technological University, Belagavi",Bengaluru,Karnataka
334,Government College of Engineering and Research,"Savitribai Phule Pune University, Pune",Awasari Khurd,Maharashtra
335,Dr BR Ambedkar University,,Agra,Uttar Pradesh
336,DY Patil College of Engineering,"Savitribai Phule Pune University, Pune",Pimpri-Chinchwad,Maharashtra
337,DIT University,,Dehradun,Uttarakhand
338,Vidyavardhaka College of Engineering,"Visvesvaraya Technological University, Belagavi",Mysuru,Karnataka
